OBTS;OBTS, sec;Slew;Mode;Submode;ARO;;aRoll_est;aPitch_est;aYaw_est;;rRoll_meas;rPitch_meas;rYaw_meas;;aSunEl;aSunAz;SemiMajAxis;;flg_Mag;flg_Sun;flg_Star;flg_MagEst;flg_SunEst;flg_StarEst;flg_GyroEst;flg_PropStep;flg_Ctrl;flg_SS-CPM;;op_MRW1_tm;op_MRW2_tm;op_MRW3_tm;op_MRW4_tm;op_STR1_tm;op_STR2_tm;op_MRW1_meas;op_MRW2_meas;op_MRW3_meas;op_MRW4_meas;op_STR1_meas;op_STR2_meas;op_STR_av;op_Gyro;;sta_SS_tm;sta_Gyro_tm;sta_MTM_tm;sta_SRW1_tm;sta_SS_meas;sta_Gyro_meas;sta_MTM_meas;sta_SRW1_meas;sta_Gyro-MTM;sta_SS-Gyro;sta_BodyHdot;sta_TotalHdot;sta_Rate;sta_SunHold;sta_Gyro_alarm0;sta_Gyro_alarm1;sta_Gyro_alarm2;sta_SRW2_tm;sta_SRW2_meas;sta_SRW3_tm;sta_SRW3_meas;sta_SRW4_tm;sta_SRW4_meas;sta_Mdump;sta_SunVec_meas;sta_MagVec_meas;sta_2SunVec;;cfg_ADCS;cfg_OBC;cfg_AIM;cfg_AIMB;cfg_Gyro;cfg_SRW1;cfg_SRW2;cfg_SRW3;cfg_SRW4;cfg_MRW1;cfg_MRW2;cfg_MRW3;cfg_MRW4;cfg_STR1;cfg_STR2;cfg_CAN;;Mode_inactive;Submode_inactive;;StatusFlags;GuiStatus;
136, 23:33:41;11835221;0;3;31;1060;;-0,000519;-0,000046;0,001840;;0,188537;-0,098901;-0,115938;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:33:51;11835231;0;3;31;1060;;0,000248;0,000316;0,001550;;0,178297;-0,109077;-0,141451;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:34:01;11835241;0;3;31;1060;;0,000216;0,000119;0,000968;;0,178297;-0,114165;-0,131246;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:34:11;11835251;0;3;31;1060;;-0,000752;-0,000454;-0,000383;;0,188537;-0,119253;-0,115938;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:34:21;11835261;0;3;31;1060;;-0,000831;-0,000402;-0,001146;;0,188537;-0,119253;-0,115938;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:34:31;11835271;0;3;31;1060;;0,001322;0,000768;0,000936;;0,193803;-0,119253;-0,115938;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:34:41;11835281;0;3;31;1060;;-0,000007;0,000326;0,000918;;0,188683;-0,109239;-0,121065;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:34:51;11835291;0;3;31;1060;;-0,001447;0,000188;0,000212;;0,173323;-0,114327;-0,085348;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:35:01;11835301;0;3;31;1060;;0,000760;0,000992;0,001581;;0,183563;-0,119415;-0,110860;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:35:11;11835311;0;3;31;1060;;-0,002740;0,000764;-0,006273;;0,183563;-0,109239;-0,115963;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:35:21;11835321;0;3;31;1060;;-0,000550;-0,002670;0,001851;;0,168203;-0,104152;-0,121065;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:35:31;11835331;0;3;31;1060;;0,000271;-0,009363;-0,008613;;0,188683;-0,119578;-0,121065;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:35:41;11835341;0;3;31;1060;;0,009354;0,009118;0,005201;;0,173468;-0,124666;-0,095553;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:35:51;11835351;0;3;31;1060;;0,005074;0,010370;0,010639;;0,168348;-0,119578;-0,136397;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:36:01;11835361;0;3;31;1060;;-0,002844;0,005009;0,005036;;0,178588;-0,104314;-0,115987;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:36:11;11835371;0;3;31;1060;;-0,004970;0,000566;0,000409;;0,178588;-0,104314;-0,136397;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:36:21;11835381;0;3;31;1060;;-0,001206;-0,002137;-0,000935;;0,163228;-0,104314;-0,141500;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:36:31;11835391;0;3;31;1060;;0,001448;-0,001567;-0,000576;;0,178588;-0,104314;-0,100680;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:36:41;11835401;0;3;31;1060;;-0,000198;-0,002712;-0,000966;;0,173468;-0,114490;-0,126192;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:36:51;11835411;0;3;31;1060;;0,000651;-0,002240;-0,001344;;0,194094;-0,099389;-0,110885;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:37:01;11835421;0;3;31;1060;;-0,000337;-0,001471;-0,001850;;0,183854;-0,109565;-0,151729;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:37:11;11835431;0;3;31;1060;;-0,000187;0,000269;-0,000312;;0,188974;-0,119741;-0,121114;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:37:21;11835441;0;3;31;1060;;0,000514;-0,000170;0,000094;;0,183854;-0,109565;-0,126217;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:37:31;11835451;0;3;31;1060;;0,000628;-0,000712;-0,000189;;0,188974;-0,119741;-0,121114;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:37:41;11835461;0;3;31;1060;;0,001746;0,001447;0,001364;;0,183854;-0,109565;-0,090499;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:37:51;11835471;0;3;31;1060;;-0,019132;-0,011192;-0,031598;;0,194240;-0,114653;-0,121114;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:38:01;11835481;0;3;31;1060;;0,003356;-0,006567;0,001461;;0,178880;-0,084288;-0,105831;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:38:11;11835491;0;3;31;1060;;0,008759;0,009158;0,016878;;0,189120;-0,114816;-0,131344;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:38:21;11835501;0;3;31;1060;;0,001150;0,006940;0,012071;;0,178880;-0,124991;-0,146652;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:38:31;11835511;0;3;31;1060;;-0,003380;0,002675;0,004808;;0,178880;-0,109728;-0,110934;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:38:41;11835521;0;3;31;1060;;-0,004880;-0,001198;-0,001239;;0,199360;-0,099552;-0,126242;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:38:51;11835531;0;3;31;1060;;-0,000113;-0,002838;-0,002696;;0,199506;-0,104640;-0,141549;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:39:01;11835541;0;3;31;1060;;0,000265;-0,003298;-0,004366;;0,199506;-0,119903;-0,141549;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:39:11;11835551;0;3;31;1060;;-0,000209;-0,003738;-0,004187;;0,194386;-0,114978;-0,105831;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:39:21;11835561;0;3;31;1060;;0,001375;-0,001617;-0,000650;;0,194386;-0,125154;-0,116061;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:39:31;11835571;0;3;31;1060;;0,000971;0,000610;0,000224;;0,184146;-0,109890;-0,095651;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:39:41;11835581;0;3;31;1060;;-0,000129;0,000893;0,000582;;0,189266;-0,109890;-0,126266;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:39:51;11835591;0;3;31;1060;;-0,000661;-0,000342;0,000902;;0,209746;-0,104802;-0,136471;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:40:01;11835601;0;3;31;1060;;-0,000720;-0,000398;0,001595;;0,184293;-0,104965;-0,121164;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:40:11;11835611;0;3;31;1060;;-0,000855;-0,001560;-0,000299;;0,199653;-0,099877;-0,136496;;-68,976845;31,835413;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:40:21;11835621;0;3;31;1060;;-0,001125;-0,000492;-0,000403;;0,184293;-0,104965;-0,121189;;88,472008;83,100639;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:40:31;11835631;0;3;31;1060;;0,000859;-0,000634;0,002193;;0,184293;-0,099877;-0,121189;;87,806656;80,228439;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:40:41;11835641;0;3;31;1060;;-0,000072;-0,000658;-0,000716;;0,179173;-0,115141;-0,141599;;87,158760;77,428337;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:40:51;11835651;0;3;31;1060;;0,000894;-0,000169;-0,000141;;0,189413;-0,110053;-0,126291;;86,536850;74,746368;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:41:01;11835661;0;3;31;1060;;0,000977;-0,000535;0,000526;;0,174053;-0,125317;-0,126291;;85,911263;72,117706;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:41:11;11835671;0;3;31;1060;;0,001159;0,001420;0,001995;;0,174053;-0,110053;-0,095676;;85,313919;69,695198;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:41:21;11835681;0;3;31;1060;;0,000053;0,000351;0,001139;;0,179320;-0,120391;-0,136496;;84,727859;67,434654;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:41:31;11835691;0;3;31;1060;;-0,000230;-0,000610;-0,000198;;0,174200;-0,120391;-0,095701;;84,224342;65,462364;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:41:41;11835701;0;3;31;1060;;0,000379;0,000477;0,001032;;0,169080;-0,105127;-0,131419;;83,757332;63,658958;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:41:51;11835711;0;3;31;1060;;0,000303;0,000167;-0,000090;;0,174200;-0,105127;-0,116111;;83,164192;61,495113;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:42:01;11835721;0;3;31;1060;;-0,000273;0,000354;0,000830;;0,174200;-0,094951;-0,126316;;82,514336;59,394741;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:42:11;11835731;0;3;31;1060;;-0,000388;0,000554;-0,000082;;0,174347;-0,110215;-0,111008;;81,854866;57,202003;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:42:21;11835741;0;3;31;1060;;-0,000232;-0,001179;-0,000041;;0,174347;-0,110378;-0,121214;;81,206909;55,230988;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:42:31;11835751;0;3;31;1060;;0,000023;-0,001431;-0,000051;;0,179467;-0,100202;-0,116136;;80,553421;53,245003;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:42:41;11835761;0;3;31;1060;;-0,000006;-0,001006;-0,000251;;0,184587;-0,120554;-0,131444;;79,945595;51,555023;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:42:51;11835771;0;3;31;1060;;0,000849;0,000309;0,000553;;0,164107;-0,120554;-0,126341;;79,314934;49,806194;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:43:01;11835781;0;3;31;1060;;0,000786;0,001305;0,000051;;0,174347;-0,110378;-0,105931;;78,700470;48,371155;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:43:11;11835791;0;3;31;1060;;-0,000324;0,000274;-0,000244;;0,174347;-0,100202;-0,100828;;78,075531;46,845356;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
136, 23:43:21;11835801;0;3;31;1060;;-0,000144;-0,000158;-0,000189;;0,174494;-0,115466;-0,131444;;77,428757;45,507175;6856,346680;;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;;0;0;;10;8;
