OBTS;OBTS, sec;MRW1_sta (not used);MRW2_sta (not used);MRW3_sta (not used);MRW4_sta (not used);;MRW1_cmd;MRW2_cmd;MRW3_cmd;MRW4_cmd;;MRW1_meas;MRW2_meas;MRW3_meas;MRW4_meas;
137, 01:33:35;11842415;0;0;0;0;;-15,345594;-47,003572;-18,263542;-49,921520;;-16,444219;-48,031885;-19,397323;-50,782842;
137, 01:33:45;11842425;0;0;0;0;;-9,571221;-35,903065;-20,768407;-47,100251;;-9,483331;-38,996793;-19,819195;-48,998675;
137, 01:33:55;11842435;0;0;0;0;;-16,532109;-27,992965;-27,562304;-39,023160;;-16,435430;-27,078909;-27,949020;-38,768279;
137, 01:34:05;11842445;0;0;0;0;;-16,901247;-35,788808;-31,578877;-50,466438;;-17,358275;-34,795651;-31,974382;-49,077776;
137, 01:34:15;11842455;0;0;0;0;;-14,853410;-40,060262;-29,680453;-54,896094;;-14,449116;-39,427454;-27,641405;-52,962514;
137, 01:34:25;11842465;0;0;0;0;;-15,767466;-45,694011;-25,154118;-55,071874;;-15,512585;-45,272139;-26,533991;-56,003508;
137, 01:34:35;11842475;0;0;0;0;;-10,274341;-43,329770;-20,671728;-53,727157;;-10,555589;-45,228194;-20,548682;-54,913672;
137, 01:34:45;11842485;0;0;0;0;;-10,291919;-31,086693;-25,321109;-46,124672;;-9,817313;-32,202896;-24,284007;-46,581700;
137, 01:34:55;11842495;0;0;0;0;;-10,801681;-32,756603;-26,287899;-48,242821;;-11,636636;-32,976328;-25,180485;-46,414709;
137, 01:35:05;11842505;0;0;0;0;;-8,103458;-31,842547;-15,758677;-39,497766;;-7,822210;-32,501722;-15,600475;-40,385455;
137, 01:35:15;11842515;0;0;0;0;;-10,924727;-33,582769;-28,406048;-51,064090;;-10,414965;-32,536878;-26,490046;-48,568014;
137, 01:35:25;11842525;0;0;0;0;;-15,538952;-44,692065;-29,513462;-58,666575;;-13,930565;-41,958686;-31,596455;-59,765200;
137, 01:35:35;11842535;0;0;0;0;;-14,493061;-40,323932;-22,789877;-48,620748;;-14,036033;-41,194043;-22,930501;-50,290658;
137, 01:35:45;11842545;0;0;0;0;;-13,412014;-39,858115;-26,393367;-52,839468;;-12,875885;-39,084683;-25,655091;-52,180293;
137, 01:35:55;11842555;0;0;0;0;;-15,697154;-40,482134;-30,559353;-55,344333;;-15,521374;-41,308300;-29,785921;-55,036718;
137, 01:36:05;11842565;0;0;0;0;;-15,398328;-38,320040;-30,858179;-53,779891;;-15,495007;-37,915746;-32,132584;-54,553323;
137, 01:36:15;11842575;0;0;0;0;;-19,678571;-41,642282;-22,455895;-44,419606;;-19,344589;-40,350299;-24,732246;-45,667644;
137, 01:36:35;11842595;0;0;0;0;;-5,018519;-36,430405;-21,225435;-52,637321;;-4,754849;-37,696021;-17,595578;-50,475227;
137, 01:36:45;11842605;0;0;0;0;;-7,945256;-37,124736;-22,658042;-51,837522;;-7,927678;-36,483139;-22,157069;-51,081668;
137, 01:36:55;11842615;0;0;0;0;;-11,337810;-37,256571;-35,006587;-60,934137;;-11,135663;-39,225307;-30,787867;-58,851144;
137, 01:37:05;11842625;0;0;0;0;;-15,134658;-37,766333;-28,907021;-51,538696;;-15,969613;-39,190151;-28,388470;-51,538696;
137, 01:37:15;11842635;0;0;0;0;;-19,212754;-45,623699;-23,053547;-49,464492;;-19,344589;-44,762377;-24,547677;-49,736951;
137, 01:37:25;11842645;0;0;0;0;;-10,221607;-38,988004;-23,589676;-52,347284;;-10,836837;-40,763382;-22,007656;-52,224238;
137, 01:37:35;11842655;0;0;0;0;;-9,975515;-40,077840;-20,469581;-50,571906;;-10,309497;-38,073948;-24,099438;-51,934201;
137, 01:37:45;11842665;0;0;0;0;;-13,165922;-48,277977;-23,484208;-58,596263;;-12,717683;-47,891261;-23,897291;-58,851144;
137, 01:37:55;11842675;0;0;0;0;;-15,178603;-49,060198;-24,284007;-58,165602;;-15,231337;-47,706692;-25,936339;-58,807199;
137, 01:38:05;11842685;0;0;0;0;;-12,761628;-51,011356;-17,780147;-56,021086;;-12,867096;-51,714476;-16,786990;-55,748627;
137, 01:38:15;11842695;0;0;0;0;;-13,877831;-40,631547;-26,692193;-53,454698;;-13,016509;-41,176465;-25,461733;-54,017194;
137, 01:38:25;11842705;0;0;0;0;;-8,938413;-42,319035;-7,426705;-40,807327;;-10,907149;-41,932319;-11,232342;-41,826851;
137, 01:38:35;11842715;0;0;0;0;;-4,763638;-40,183308;-11,135663;-46,546544;;-4,025362;-40,570024;-10,889571;-46,801425;
137, 01:38:45;11842725;0;0;0;0;;-9,307551;-37,221415;-22,104335;-50,018199;;-8,455018;-36,781965;-21,533050;-49,816052;
137, 01:38:55;11842735;0;0;0;0;;-12,260655;-41,202832;-21,858243;-50,800420;;-12,207921;-40,534868;-23,879713;-51,855100;
137, 01:39:05;11842745;0;0;0;0;;-14,844621;-44,648120;-28,045699;-57,849198;;-14,343648;-44,437184;-25,822082;-55,766205;
137, 01:39:15;11842755;0;0;0;0;;-15,037979;-49,323868;-24,011548;-58,297437;;-14,493061;-48,893207;-24,187328;-58,886300;
137, 01:39:25;11842765;0;0;0;0;;-11,065351;-47,636380;-17,613156;-54,184185;;-10,828048;-46,511388;-19,291855;-55,441012;
137, 01:39:35;11842775;0;0;0;0;;-11,777260;-48,198876;-16,646366;-53,067982;;-11,847572;-49,192033;-14,255758;-51,784788;
137, 01:39:45;11842785;0;0;0;0;;-14,308492;-51,494751;-17,920771;-55,098241;;-13,974510;-49,622694;-18,588735;-54,395121;
137, 01:39:55;11842795;0;0;0;0;;-15,037979;-52,795523;-25,619935;-63,368690;;-15,187392;-54,069928;-23,185382;-62,375533;
137, 01:40:05;11842805;0;0;0;0;;-19,283066;-51,231081;-27,245900;-59,193915;;-19,590681;-52,795523;-26,586725;-59,914613;
137, 01:40:15;11842815;0;0;0;0;;-13,693262;-48,884418;-18,711781;-53,902937;;-14,211813;-49,068987;-18,386588;-53,419542;
137, 01:40:25;11842825;0;0;0;0;;-14,484272;-46,625645;-22,280115;-54,421488;;-13,622950;-46,133461;-20,829930;-53,375597;
137, 01:40:35;11842835;0;0;0;0;;-16,989137;-47,390288;-22,429528;-52,830679;;-16,699100;-47,680325;-25,180485;-55,985930;
137, 01:40:45;11842845;0;0;0;0;;-13,754785;-48,093408;-14,273336;-48,620748;;-12,708894;-47,812160;-13,095610;-48,040674;
137, 01:40:55;11842855;0;0;0;0;;364,128270;9,615166;694,243110;339,730006;;314,250695;26,015440;557,890564;353,748461;
137, 01:41:05;11842865;0;0;0;0;;206,567867;7,646430;97,672157;-101,258069;;273,355478;7,954045;249,150572;-36,237047;
137, 01:41:15;11842875;0;0;0;0;;-199,396043;-34,989009;-444,565198;-280,158164;;-159,617029;-22,491051;-412,265623;-279,393521;
137, 01:41:25;11842885;0;0;0;0;;-298,114091;-101,187757;-391,259913;-194,333579;;-302,868940;-95,554008;-417,899372;-207,921373;
137, 01:41:35;11842895;0;0;0;0;;-211,023890;-124,267671;-198,042537;-111,277529;;-226,369484;-124,663176;-223,697628;-120,998163;
137, 01:41:45;11842905;0;0;0;0;;-108,913288;-110,838079;-69,195797;-71,120588;;-122,791119;-114,362468;-84,479868;-74,926225;
137, 01:41:55;11842915;0;0;0;0;;-32,853282;-87,679064;4,842739;-49,974254;;-40,939162;-91,036462;-5,871052;-53,437120;
137, 01:42:05;11842925;0;0;0;0;;12,867096;-59,483952;33,055429;-39,286830;;8,323183;-61,092339;31,007592;-38,908903;
137, 01:42:15;11842935;0;0;0;0;;24,117016;-51,424439;30,155059;-45,386396;;24,152172;-51,406861;31,139427;-44,472340;
137, 01:42:25;11842945;0;0;0;0;;19,177598;-51,151980;23,475419;-46,845370;;20,003764;-51,644164;25,602357;-46,159828;
137, 01:42:35;11842955;0;0;0;0;;7,751898;-49,042620;16,391485;-40,411822;;9,747001;-49,701795;17,490110;-42,187200;
137, 01:42:45;11842965;0;0;0;0;;1,362295;-46,775058;1,757800;-46,379553;;2,399397;-46,757480;6,415970;-43,531917;
137, 01:42:55;11842975;0;0;0;0;;-12,779206;-52,734000;-13,825097;-53,779891;;-10,748947;-50,598273;-15,556530;-54,781837;
137, 01:43:05;11842985;0;0;0;0;;-17,911982;-58,095290;-14,809465;-54,992773;;-18,254753;-57,743730;-13,745996;-53,085560;
137, 01:43:15;11842995;0;0;0;0;;-21,664885;-64,968288;-23,879713;-67,174327;;-20,777196;-64,089388;-23,185382;-66,436051;
137, 01:43:25;11843005;0;0;0;0;;-20,733251;-66,374528;-14,176657;-59,817934;;-22,921712;-66,937024;-14,501850;-58,719309;
137, 01:43:35;11843015;0;0;0;0;;-19,951030;-70,171376;-20,618994;-70,830551;;-19,573103;-69,573724;-19,608259;-68,510255;
137, 01:43:45;11843025;0;0;0;0;;-20,320168;-70,399890;-22,332849;-72,421360;;-20,285012;-71,252423;-21,735197;-72,298314;
137, 01:43:55;11843035;0;0;0;0;;-22,394372;-73,528774;-20,197122;-71,331524;;-23,123859;-73,546352;-21,225435;-71,226056;
137, 01:44:05;11843045;0;0;0;0;;-23,387529;-77,738705;-20,320168;-74,671344;;-23,572098;-77,580503;-20,056498;-74,407674;
137, 01:44:15;11843055;0;0;0;0;;-19,467635;-74,100059;-15,688365;-70,320789;;-19,608259;-74,047325;-16,734256;-70,540514;
137, 01:44:25;11843065;0;0;0;0;;-25,075017;-76,675236;-16,857302;-68,448732;;-25,215641;-76,068795;-18,659047;-69,995596;
137, 01:44:35;11843075;0;0;0;0;;-15,134658;-75,972116;-3,779270;-64,616728;;-17,261596;-76,411566;-3,621068;-63,289589;
137, 01:44:45;11843085;0;0;0;0;;-9,905203;-75,128372;-0,808588;-66,022968;;-11,337810;-73,722132;-3,744114;-67,297373;
137, 01:44:55;11843095;0;0;0;0;;-14,862199;-73,625453;-8,876890;-67,631355;;-13,745996;-73,414517;-8,147403;-67,279795;
137, 01:45:05;11843105;0;0;0;0;;-15,688365;-79,092211;-1,872057;-65,275903;;-17,780147;-79,426193;-3,867160;-64,994655;
137, 01:45:15;11843115;0;0;0;0;;-11,258709;-76,139107;-11,539957;-76,429144;;-11,320232;-75,761180;-11,408122;-75,673290;
137, 01:45:25;11843125;0;0;0;0;;-14,484272;-78,125421;-11,742104;-75,383253;;-13,781152;-77,967219;-11,698159;-76,147896;
137, 01:45:35;11843135;0;0;0;0;;-16,461797;-80,858800;-14,598529;-78,995532;;-16,611210;-80,542396;-12,946197;-77,158631;
137, 01:45:45;11843145;0;0;0;0;;-19,537947;-84,646859;-19,959819;-85,068731;;-18,922717;-83,732803;-19,212754;-84,391978;
137, 01:45:55;11843155;0;0;0;0;;-24,240062;-91,361655;-17,973505;-85,103887;;-23,976392;-90,746425;-19,080919;-85,640016;
137, 01:46:15;11843175;0;0;0;0;;-17,077027;-90,544278;-10,731369;-84,198620;;-17,753780;-90,878260;-9,755790;-83,767959;
137, 01:46:25;11843185;0;0;0;0;;-19,291855;-92,934886;-11,768471;-85,402713;;-19,036974;-92,890941;-11,636636;-85,341190;
137, 01:46:35;11843195;0;0;0;0;;-19,731305;-84,163464;-18,817249;-83,249408;;-19,810406;-86,272824;-17,516477;-83,759170;
137, 01:46:45;11843205;0;0;0;0;;-20,056498;-83,407610;-12,190343;-75,550244;;-21,515472;-85,200566;-12,454013;-75,857859;
137, 01:46:55;11843215;0;0;0;0;;-16,637577;-80,542396;-8,314394;-72,219213;;-17,780147;-80,463295;-8,727477;-70,268055;
137, 01:47:05;11843225;0;0;0;0;;-17,094605;-82,300196;-9,632744;-74,838335;;-16,215705;-80,867589;-10,212818;-75,189895;
137, 01:47:15;11843235;0;0;0;0;;-17,797725;-89,296240;-5,475547;-76,982851;;-18,861194;-88,514019;-7,022411;-76,420355;
137, 01:47:25;11843245;0;0;0;0;;-13,157133;-90,210296;-6,117144;-83,170307;;-13,332913;-89,700534;-6,002887;-81,280672;
137, 01:47:35;11843255;0;0;0;0;;-17,911982;-88,557964;-18,131707;-88,777689;;-17,859248;-88,074569;-18,096551;-88,883157;
137, 01:47:45;11843265;0;0;0;0;;-18,931506;-91,177086;-15,828989;-88,074569;;-19,564314;-90,869471;-15,029190;-86,606806;
137, 01:47:55;11843275;0;0;0;0;;-25,321109;-95,290338;-26,085752;-96,046192;;-24,556466;-94,235658;-25,909972;-95,852834;
137, 01:48:05;11843285;0;0;0;0;;-25,382632;-101,565684;-20,759618;-96,933881;;-26,542780;-101,996345;-19,819195;-95,316705;
137, 01:48:15;11843295;0;0;0;0;;-21,638518;-101,143812;-19,160020;-98,665314;;-21,831876;-101,020766;-19,836773;-98,647736;
137, 01:48:25;11843305;0;0;0;0;;-21,453949;-101,890877;-20,926609;-101,354748;;-21,418793;-101,873299;-22,016445;-102,198492;
137, 01:48:35;11843315;0;0;0;0;;-23,897291;-100,317646;-21,647307;-98,076451;;-22,983235;-100,721940;-22,288904;-99,983664;
137, 01:48:45;11843325;0;0;0;0;;-21,304536;-101,504161;-10,986250;-91,185875;;-22,411950;-102,233648;-10,291919;-90,087250;
137, 01:48:55;11843335;0;0;0;0;;-19,511580;-99,201443;-12,550692;-92,240555;;-17,331908;-99,104764;-12,181554;-94,182924;
137, 01:49:05;11843345;0;0;0;0;;-23,317217;-94,086245;-21,910977;-92,680005;;-22,851400;-93,734685;-20,671728;-91,985674;
137, 01:49:15;11843355;0;0;0;0;;-23,194171;-100,071554;-21,102389;-97,979772;;-22,983235;-99,579370;-20,399269;-96,661422;
137, 01:49:25;11843365;0;0;0;0;;-93,532538;-148,762614;-177,739947;-232,970023;;-69,424311;-146,996025;-149,289954;-229,981763;
137, 01:49:35;11843375;0;0;0;0;;-117,421040;-116,322415;-89,770846;-88,672221;;-132,248083;-120,180786;-123,432716;-109,212114;
137, 01:49:45;11843385;0;0;0;0;;-1,248038;-99,596948;70,531725;-27,808396;;-14,053611;-102,180914;57,743730;-28,687296;
137, 01:49:55;11843395;0;0;0;0;;40,956740;-87,397816;72,843232;-55,520113;;41,361034;-87,406605;82,018948;-46,739902;
137, 01:50:05;11843405;0;0;0;0;;-22,104335;-64,335480;-54,843360;-97,074505;;-14,906144;-51,732054;-52,769156;-87,661486;
137, 01:50:15;11843415;0;0;0;0;;-7,743109;-117,649554;6,336869;-103,569576;;-12,849518;-114,705239;-4,746060;-106,302955;
137, 01:50:25;11843425;0;0;0;0;;21,691252;-114,705239;35,973377;-100,423114;;20,610205;-116,867333;38,337618;-99,008085;
137, 01:50:35;11843435;0;0;0;0;;6,855420;-109,458206;12,225499;-104,088127;;10,344653;-110,802923;17,701046;-104,096916;
137, 01:50:45;11843445;0;0;0;0;;-14,299703;-105,503156;-17,235229;-108,438682;;-11,715737;-105,520734;-15,161025;-108,834187;
137, 01:50:55;11843455;0;0;0;0;;-26,964652;-107,788296;-28,801553;-109,633986;;-24,248851;-107,375213;-25,918761;-109,071490;
137, 01:51:05;11843465;0;0;0;0;;-38,522187;-108,711141;-34,971431;-105,160385;;-36,922589;-108,711141;-34,215577;-105,687725;
137, 01:51:15;11843475;0;0;0;0;;-36,711653;-104,967027;-38,583710;-106,847873;;-38,363985;-106,689671;-37,344461;-105,643780;
137, 01:51:25;11843485;0;0;0;0;;-34,716550;-107,129121;-38,153049;-110,565620;;-35,419670;-107,032442;-37,300516;-109,466995;
137, 01:51:35;11843495;0;0;0;0;;15,793833;-90,720058;67,745612;-38,768279;;-1,801745;-89,779635;28,652140;-57,392170;
137, 01:51:45;11843505;0;0;0;0;;44,788744;-95,677054;45,966470;-94,499328;;53,401964;-96,134082;72,351048;-78,837330;
137, 01:51:55;11843515;0;0;0;0;;-42,503604;-93,646795;-100,554949;-151,698140;;-30,770289;-92,047197;-86,721063;-149,307532;
137, 01:52:05;11843525;0;0;0;0;;-81,588287;-113,764816;-106,355689;-138,532218;;-80,832433;-111,110538;-111,470887;-141,740203;
137, 01:52:15;11843535;0;0;0;0;;-69,863761;-120,743282;-75,734813;-126,614334;;-72,184057;-120,400511;-80,709387;-128,249088;
137, 01:52:25;11843545;0;0;0;0;;-52,795523;-122,773541;-51,362916;-121,340934;;-55,115819;-121,824329;-54,913672;-121,727650;
137, 01:52:35;11843555;0;0;0;0;;-35,384514;-117,280416;-28,924599;-110,811712;;-37,819067;-118,950326;-31,209739;-112,288264;
137, 01:52:45;11843565;0;0;0;0;;-24,292796;-112,622246;-24,152172;-112,472833;;-25,057439;-113,422045;-23,405107;-111,400575;
137, 01:52:55;11843575;0;0;0;0;;-20,900242;-114,872230;-15,354383;-109,326371;;-22,077968;-115,390781;-16,927614;-109,757032;
137, 01:53:05;11843585;0;0;0;0;;-19,441268;-113,685715;-24,767402;-119,011849;;-18,562368;-112,367365;-24,644356;-118,704234;
137, 01:53:15;11843595;0;0;0;0;;-19,344589;-113,606614;-24,661934;-118,923959;;-19,529158;-113,835128;-26,876762;-121,411246;
137, 01:53:25;11843605;0;0;0;0;;-13,007720;-107,638883;-18,254753;-112,894705;;-14,106345;-108,139856;-17,059449;-110,996281;
137, 01:53:35;11843615;0;0;0;0;;-19,757672;-110,011913;-28,124800;-118,379041;;-17,973505;-109,502151;-26,287899;-118,036270;
137, 01:53:45;11843625;0;0;0;0;;-25,681458;-109,238481;-38,153049;-121,710072;;-26,200009;-110,143748;-36,553451;-120,611447;
137, 01:53:55;11843635;0;0;0;0;;-31,297629;-113,799972;-29,267370;-111,769713;;-32,993906;-115,346836;-29,671664;-112,332209;
137, 01:54:05;11843645;0;0;0;0;;-22,218592;-107,612516;-27,782029;-113,175953;;-22,605308;-108,711141;-27,632616;-113,430834;
137, 01:54:15;11843655;0;0;0;0;;-19,986186;-108,210168;-23,422685;-111,646667;;-20,803563;-108,719930;-23,229327;-111,031437;
137, 01:54:25;11843665;0;0;0;0;;-19,907085;-106,241432;-36,729231;-123,072367;;-18,316276;-105,388899;-34,400146;-121,463980;
137, 01:54:35;11843675;0;0;0;0;;-23,958814;-113,747238;-37,520241;-127,308665;;-24,222484;-112,762870;-37,616920;-125,999104;
137, 01:54:45;11843685;0;0;0;0;;-32,369887;-119,398565;-38,882536;-125,911214;;-29,961701;-117,737444;-42,565127;-130,138723;
137, 01:54:55;11843695;0;0;0;0;;-22,719565;-118,273573;-26,516413;-122,070421;;-24,793769;-118,721812;-27,913864;-121,674916;
137, 01:55:05;11843705;0;0;0;0;;-17,138550;-118,168105;-31,376730;-132,406285;;-15,670787;-117,711077;-28,168745;-130,305714;
137, 01:55:15;11843715;0;0;0;0;;-27,228322;-120,743282;-46,687168;-140,202128;;-27,289845;-121,015741;-47,100251;-141,142551;
137, 01:55:25;11843725;0;0;0;0;;-2,390608;26,955863;-53,990827;-24,644356;;18,817249;30,453885;-89,797213;-54,474222;
137, 01:55:35;11843735;0;0;0;0;;-19,265488;-144,939399;-4,473601;-130,147512;;-19,344589;-131,167036;2,091782;-109,844922;
137, 01:55:45;11843745;0;0;0;0;;-34,364990;-167,333771;-36,087634;-169,056415;;-33,389411;-168,845479;-35,613028;-171,578858;
137, 01:55:55;11843755;0;0;0;0;;-30,823023;-150,010652;-39,445032;-158,623872;;-30,928491;-151,241112;-38,293673;-158,764496;
137, 01:56:05;11843765;0;0;0;0;;-29,979279;-133,803736;-46,203773;-150,028230;;-30,866968;-135,508802;-45,386396;-150,502836;
137, 01:56:15;11843775;0;0;0;0;;-28,309369;-119,460088;-44,314138;-135,464857;;-28,599406;-121,112420;-43,980156;-135,763683;
137, 01:56:25;11843785;0;0;0;0;;-31,842547;-113,096852;-51,072879;-132,327184;;-31,200950;-112,147640;-52,821890;-133,935571;
137, 01:56:35;11843795;0;0;0;0;;-29,443150;-111,330263;-45,685222;-127,572335;;-29,249792;-112,516778;-43,892266;-127,159252;
137, 01:56:45;11843805;0;0;0;0;;-28,397259;-112,376154;-44,454762;-128,442446;;-29,908967;-113,158375;-42,529971;-126,210040;
137, 01:56:55;11843815;0;0;0;0;;-34,909908;-116,638819;-50,782842;-132,511753;;-33,837650;-115,171056;-50,624640;-131,518596;
137, 01:57:05;11843825;0;0;0;0;;1,511708;-108,069544;8,560486;-101,020766;;-0,905267;-103,446530;8,279238;-90,966150;
137, 01:57:15;11843835;0;0;0;0;;-17,841670;-121,463980;-53,041615;-156,663925;;-12,313389;-120,936640;-42,327824;-152,146379;
137, 01:57:25;11843845;0;0;0;0;;-45,975259;-126,429765;-80,850011;-161,304517;;-44,208670;-125,366296;-82,572655;-163,299620;
137, 01:57:35;11843855;0;0;0;0;;-53,771102;-120,286254;-91,001306;-157,516458;;-50,835576;-122,035265;-86,088255;-158,325046;
137, 01:57:45;11843865;0;0;0;0;;-64,625517;-121,402457;-97,100872;-153,877812;;-65,091334;-119,635868;-101,161390;-155,538933;
137, 01:57:55;11843875;0;0;0;0;;-52,109981;-115,346836;-77,984797;-141,212863;;-54,676369;-118,484509;-79,944744;-143,331012;
137, 01:58:15;11843895;0;0;0;0;;-78,564871;-131,263715;-41,949897;-94,648741;;-101,671152;-131,914101;-82,379297;-108,913288;
137, 01:58:25;11843905;0;0;0;0;;51,661742;-112,631035;92,099931;-72,192846;;42,573916;-114,696450;88,347028;-67,604988;
137, 01:58:35;11843915;0;0;0;0;;61,839404;-99,579370;45,702800;-115,707185;;65,161646;-100,247334;56,258389;-109,291215;
137, 01:58:45;11843925;0;0;0;0;;24,697090;-102,207281;-14,501850;-141,406221;;33,257576;-102,391850;0,000000;-136,167977;
137, 01:58:55;11843935;0;0;0;0;;-3,392554;-110,398629;-43,356137;-150,353423;;-0,307615;-110,635932;-40,745804;-151,786030;
137, 01:59:05;11843945;0;0;0;0;;-21,700041;-107,085176;-57,814042;-143,190388;;-18,588735;-106,540258;-55,379489;-143,928664;
137, 01:59:15;11843955;0;0;0;0;;-35,823964;-114,872230;-64,133333;-143,181599;;-34,145265;-114,643716;-62,340377;-143,313434;
137, 01:59:25;11843965;0;0;0;0;;-41,273144;-114,678872;-73,695765;-147,101493;;-40,701859;-113,580247;-73,713343;-146,670832;
137, 01:59:35;11843975;0;0;0;0;;-39,937216;-115,258946;-74,029747;-149,351477;;-39,761436;-115,004065;-74,047325;-148,762614;
137, 01:59:45;11843985;0;0;0;0;;-46,748691;-117,306783;-81,254305;-151,812397;;-44,331716;-116,876122;-76,974062;-149,667881;
137, 01:59:55;11843995;0;0;0;0;;-37,063213;-113,325366;-71,586405;-147,848558;;-38,864958;-114,362468;-74,583454;-150,177643;
137, 02:00:05;11844005;0;0;0;0;;-29,952912;-115,118322;-54,869727;-140,035137;;-29,882600;-114,942542;-56,917564;-141,889616;
137, 02:00:15;11844015;0;0;0;0;;-26,314266;-108,948444;-63,333534;-145,967712;;-25,725403;-108,614462;-61,830615;-145,009711;
137, 02:00:25;11844025;0;0;0;0;;-28,388470;-107,401580;-76,991640;-156,004750;;-26,454890;-106,979708;-74,020958;-154,897336;
137, 02:00:35;11844035;0;0;0;0;;-29,908967;-110,143748;-73,678187;-153,912968;;-30,251738;-110,134959;-73,326627;-153,209848;
137, 02:00:45;11844045;0;0;0;0;;-28,564250;-113,448412;-63,421424;-148,305586;;-29,794710;-113,114430;-65,530784;-148,788981;
137, 02:00:55;11844055;0;0;0;0;;-24,503732;-106,575414;-69,406733;-151,478415;;-23,703933;-107,656461;-66,506363;-150,116120;
137, 02:01:05;11844065;0;0;0;0;;-32,659924;-111,031437;-70,435046;-148,797770;;-31,983171;-109,915234;-72,957489;-150,757717;
137, 02:01:15;11844075;0;0;0;0;;-28,678507;-107,384002;-70,927230;-149,632725;;-28,537883;-107,190644;-71,041487;-149,061440;
137, 02:01:25;11844085;0;0;0;0;;-41,361034;-108,043177;-89,208350;-155,881704;;-39,884482;-108,640829;-84,831428;-154,079959;
137, 02:01:35;11844095;0;0;0;0;;-36,474350;-106,751194;-79,144945;-149,421789;;-37,467507;-105,696514;-82,713279;-151,170800;
137, 02:01:45;11844105;0;0;0;0;;-30,770289;-110,275583;-65,460472;-144,974555;;-31,139427;-109,563674;-68,167484;-146,213804;
137, 02:01:55;11844115;0;0;0;0;;-30,462674;-102,945557;-80,902745;-153,385628;;-29,460728;-103,428952;-75,717235;-149,817294;
