OBTS;OBTS, sec;MRW1_sta (not used);MRW2_sta (not used);MRW3_sta (not used);MRW4_sta (not used);;MRW1_cmd;MRW2_cmd;MRW3_cmd;MRW4_cmd;;MRW1_meas;MRW2_meas;MRW3_meas;MRW4_meas;
136, 23:59:35;11836775;0;0;0;0;;-3,911105;-29,698031;-22,429528;-48,207665;;-3,498022;-32,281997;-22,218592;-50,589484;
136, 23:59:45;11836785;0;0;0;0;;1,037102;-29,021278;-21,374848;-51,433228;;-1,204093;-28,186323;-20,926609;-49,271134;
136, 23:59:55;11836795;0;0;0;0;;-0,588863;-35,788808;-28,599406;-63,799351;;0,896478;-36,852277;-23,853346;-61,320853;
137, 00:00:05;11836805;0;0;0;0;;-9,790946;-42,336613;-37,801489;-70,338367;;-8,701110;-40,438189;-39,075894;-70,549303;
137, 00:00:15;11836815;0;0;0;0;;-10,397387;-47,082673;-30,067169;-66,761244;;-10,748947;-45,808268;-33,363044;-68,545411;
137, 00:00:25;11836825;0;0;0;0;;5,440391;-34,470458;-16,716678;-56,627527;;4,833950;-36,764387;-12,814362;-55,124608;
137, 00:00:35;11836835;0;0;0;0;;-5,123987;-29,214636;-34,830807;-58,921456;;-1,230460;-28,669718;-32,949961;-58,543529;
137, 00:00:45;11836845;0;0;0;0;;-11,504801;-34,698972;-35,982166;-59,176337;;-11,865150;-33,591558;-40,578813;-62,384322;
137, 00:00:55;11836855;0;0;0;0;;-4,201142;-35,639395;-19,291855;-50,730108;;-4,719693;-35,709707;-18,641469;-49,807263;
137, 00:01:05;11836865;0;0;0;0;;-1,942369;-34,760495;-32,211685;-65,029811;;0,000000;-33,890384;-30,954858;-63,693883;
137, 00:01:15;11836875;0;0;0;0;;-6,943310;-43,909844;-22,772299;-59,747622;;-7,145457;-44,621753;-25,031072;-62,173386;
137, 00:01:25;11836885;0;0;0;0;;-7,312448;-36,984112;-25,048650;-54,720314;;-7,391549;-37,300516;-24,433420;-54,359965;
137, 00:01:35;11836895;0;0;0;0;;-3,418921;-39,278041;-23,651199;-59,519108;;-4,877895;-39,418665;-22,684409;-58,622630;
137, 00:01:45;11836905;0;0;0;0;;-6,837842;-37,634498;-31,816180;-62,612836;;-7,066356;-38,056370;-30,524197;-61,962450;
137, 00:01:55;11836915;0;0;0;0;;-14,642474;-44,903001;-57,761308;-88,021835;;-8,349550;-42,292668;-54,992773;-90,263030;
137, 00:02:05;11836925;0;0;0;0;;-21,295747;-40,956740;-29,425572;-49,086565;;-25,242008;-42,231145;-35,788808;-52,549431;
137, 00:02:15;11836935;0;0;0;0;;1,283194;-34,083742;-3,577123;-38,952848;;-1,801745;-34,883541;-5,730428;-37,546608;
137, 00:02:25;11836945;0;0;0;0;;10,379809;-30,752711;-9,369074;-50,510383;;10,801681;-31,341574;-9,061459;-50,475227;
137, 00:02:35;11836955;0;0;0;0;;10,362231;-31,772235;-15,292860;-57,436115;;11,425700;-31,455831;-12,111242;-55,344333;
137, 00:02:45;11836965;0;0;0;0;;-1,916002;-32,492933;-35,331780;-65,908711;;-0,298826;-33,213631;-32,202896;-65,601096;
137, 00:02:55;11836975;0;0;0;0;;-13,218656;-38,821013;-35,120844;-60,723201;;-12,348545;-35,551505;-39,787803;-62,938029;
137, 00:03:05;11836985;0;0;0;0;;-6,222612;-41,563181;-21,410004;-56,750573;;-7,980412;-42,134466;-21,392426;-55,836517;
137, 00:03:15;11836995;0;0;0;0;;-5,378868;-40,939162;-25,417788;-60,978082;;-5,607382;-38,416719;-25,162907;-59,668521;
137, 00:03:25;11837005;0;0;0;0;;-6,442337;-42,521182;-30,717555;-66,796400;;-7,198191;-42,758485;-29,109168;-65,407738;
137, 00:03:35;11837015;0;0;0;0;;-8,472596;-45,333662;-27,017386;-63,878452;;-7,997990;-44,674487;-28,300580;-65,152857;
137, 00:03:45;11837025;0;0;0;0;;79,804120;13,491115;18,720570;-47,592435;;-3,234352;-46,924471;-17,490110;-60,538632;
137, 00:03:55;11837035;0;0;0;0;;338,288610;-28,291791;544,039100;177,458699;;337,014205;-30,910913;596,913724;230,526681;
137, 00:04:05;11837045;0;0;0;0;;44,489918;5,141565;-120,664181;-160,012534;;99,895774;6,319291;-17,727413;-130,947311;
137, 00:04:15;11837055;0;0;0;0;;-208,976053;-46,318030;-372,354774;-209,696751;;-193,015229;-37,195048;-371,396773;-216,402758;
137, 00:04:25;11837065;0;0;0;0;;-215,532647;-84,892951;-272,353532;-141,713836;;-223,196655;-81,728911;-296,646328;-153,359261;
137, 00:04:35;11837075;0;0;0;0;;-135,552747;-86,659540;-134,717792;-85,824585;;-147,778246;-88,206404;-150,625882;-91,168297;
137, 00:04:45;11837085;0;0;0;0;;-62,779827;-71,516093;-50,642218;-59,378484;;-72,192846;-73,555141;-61,479055;-62,489790;
137, 00:04:55;11837095;0;0;0;0;;-14,123923;-57,629473;-12,840729;-56,355068;;-19,063341;-59,615787;-16,083870;-56,240811;
137, 00:05:05;11837105;0;0;0;0;;10,713791;-47,065095;8,384706;-49,394180;;5,431602;-48,198876;-0,624019;-52,971303;
137, 00:05:15;11837115;0;0;0;0;;29,741976;-42,670595;29,935334;-42,477237;;30,462674;-42,011420;29,952912;-42,793641;
137, 00:05:25;11837125;0;0;0;0;;25,329898;-40,403033;18,369010;-47,363921;;26,815239;-40,095418;20,460792;-46,335608;
137, 00:05:35;11837135;0;0;0;0;;11,249920;-45,105148;-2,496076;-58,851144;;13,359280;-44,199881;2,671856;-55,810150;
137, 00:05:45;11837145;0;0;0;0;;-0,580074;-44,955735;-20,733251;-65,108912;;3,199196;-44,560230;-17,375853;-64,695829;
137, 00:05:55;11837155;0;0;0;0;;-11,513590;-44,999680;-24,995916;-58,473217;;-11,733315;-45,790690;-25,145329;-59,246649;
137, 00:06:05;11837165;0;0;0;0;;-10,494066;-46,748691;-18,158074;-54,412699;;-11,065351;-46,704746;-20,012553;-55,177342;
137, 00:06:15;11837175;0;0;0;0;;-11,856361;-47,724270;-23,361162;-59,229071;;-10,977461;-47,311187;-22,956868;-59,229071;
137, 00:06:25;11837185;0;0;0;0;;-78,090265;-8,525330;-106,909396;-37,344461;;-69,731926;14,774309;-117,763811;-31,297629;
137, 00:06:35;11837195;0;0;0;0;;-36,843488;-93,681951;-5,704061;-62,533735;;-47,759426;-91,388022;-22,341638;-64,361847;
137, 00:06:45;11837205;0;0;0;0;;16,989137;-85,481814;47,724270;-54,755470;;12,682527;-88,496441;45,764323;-56,522059;
137, 00:06:55;11837215;0;0;0;0;;26,226376;-61,619679;27,087698;-60,758357;;26,305477;-63,658727;30,304472;-59,677310;
137, 00:07:05;11837225;0;0;0;0;;8,824156;-51,696898;-3,955050;-64,476104;;12,313389;-53,648056;1,195304;-65,521995;
137, 00:07:15;11837235;0;0;0;0;;-6,855420;-44,656909;-25,452944;-63,254433;;-2,408186;-43,909844;-24,415842;-63,342323;
137, 00:07:25;11837245;0;0;0;0;;-14,756731;-51,204714;-29,311315;-65,759298;;-12,691316;-50,545539;-26,217587;-63,843296;
137, 00:07:35;11837255;0;0;0;0;;-23,572098;-55,985930;-36,122790;-68,545411;;-21,919766;-54,491800;-36,597396;-69,204586;
137, 00:07:45;11837265;0;0;0;0;;-24,916815;-56,750573;-25,391421;-57,233968;;-25,848449;-58,227125;-28,458782;-60,600155;
137, 00:07:55;11837275;0;0;0;0;;-19,239121;-54,412699;-20,706884;-55,880462;;-18,571157;-52,988881;-21,779142;-56,319912;
137, 00:08:05;11837285;0;0;0;0;;-21,506683;-56,882408;-27,509570;-62,894084;;-20,161966;-55,511324;-28,414837;-63,755406;
137, 00:08:15;11837295;0;0;0;0;;-20,610205;-60,819880;-21,181490;-61,399954;;-20,205911;-60,644100;-23,897291;-64,063021;
137, 00:08:25;11837305;0;0;0;0;;-14,686419;-53,243762;-13,737207;-52,294550;;-15,415906;-53,191028;-13,992088;-52,153926;
137, 00:08:35;11837315;0;0;0;0;;-14,036033;-54,008405;-20,337746;-60,310118;;-14,141501;-53,973249;-18,975451;-58,640208;
137, 00:08:45;11837325;0;0;0;0;;-16,707889;-54,245708;-26,041807;-63,579626;;-14,475483;-51,846311;-27,535937;-65,319848;
137, 00:08:55;11837335;0;0;0;0;;-16,365118;-62,946818;-19,168809;-65,750509;;-17,630734;-62,604047;-18,615102;-64,071810;
137, 00:09:05;11837345;0;0;0;0;;-18,527212;-67,244639;-16,145393;-64,854031;;-17,402220;-67,262217;-16,576054;-66,172381;
137, 00:09:15;11837355;0;0;0;0;;-11,109296;-63,474158;-15,363172;-67,719245;;-11,610269;-62,973185;-15,626842;-66,058124;
137, 00:09:25;11837365;0;0;0;0;;-17,454954;-64,854031;-28,116011;-75,515088;;-16,145393;-63,869663;-28,792764;-76,420355;
137, 00:09:35;11837375;0;0;0;0;;-18,773304;-69,292476;-25,989073;-76,508245;;-18,342643;-68,281741;-26,419734;-75,963327;
137, 00:09:45;11837385;0;0;0;0;;-16,866091;-69,723137;-22,728354;-75,585400;;-16,716678;-69,160641;-22,737143;-75,339308;
137, 00:09:55;11837395;0;0;0;0;;-20,223489;-70,856918;-25,083806;-75,717235;;-19,933452;-71,287579;-25,373843;-76,350043;
137, 00:10:05;11837405;0;0;0;0;;-18,922717;-72,359837;-20,724462;-74,161582;;-19,001818;-71,797341;-20,900242;-73,818811;
137, 00:10:15;11837415;0;0;0;0;;-21,796720;-75,919382;-10,898360;-65,021022;;-22,244959;-75,435987;-13,482326;-66,093280;
137, 00:10:25;11837425;0;0;0;0;;-9,307551;-70,065908;-7,646430;-68,404787;;-10,291919;-71,182111;-7,004833;-67,350107;
137, 00:10:35;11837435;0;0;0;0;;-11,698159;-69,020017;-15,081924;-72,394993;;-10,713791;-68,932127;-12,875885;-71,850075;
137, 00:10:45;11837445;0;0;0;0;;-16,206916;-73,801233;-14,290914;-71,885231;;-16,549687;-73,326627;-16,488164;-72,377415;
137, 00:10:55;11837455;0;0;0;0;;-12,366123;-75,769969;-11,408122;-74,811968;;-12,427646;-75,550244;-10,608323;-73,449673;
137, 00:11:05;11837465;0;0;0;0;;-17,033082;-76,956484;-27,307423;-87,230825;;-15,785044;-75,075638;-29,258581;-88,417340;
137, 00:11:15;11837475;0;0;0;0;;-10,819259;-77,404723;-6,978466;-73,572719;;-12,796784;-77,976008;-8,850523;-74,108848;
137, 00:11:25;11837485;0;0;0;0;;-7,110301;-78,925220;-10,160084;-81,966214;;-6,319291;-78,890064;-7,004833;-79,153734;
137, 00:11:35;11837495;0;0;0;0;;-14,985245;-81,342195;-21,401215;-87,758165;;-15,213759;-80,902745;-21,251802;-87,142935;
137, 00:11:45;11837505;0;0;0;0;;-18,316276;-87,098990;-17,753780;-86,527705;;-18,483267;-87,107779;-17,841670;-86,140989;
137, 00:11:55;11837515;0;0;0;0;;-20,012553;-88,267927;-19,274277;-87,529651;;-19,494002;-87,872422;-18,562368;-87,951523;
137, 00:12:05;11837525;0;0;0;0;;-17,718624;-87,916367;-16,953981;-87,160513;;-18,254753;-88,478863;-16,268439;-86,975944;
137, 00:12:15;11837535;0;0;0;0;;-21,937344;-88,531597;-21,673674;-88,267927;;-21,612151;-90,412443;-18,404166;-87,028678;
137, 00:12:25;11837545;0;0;0;0;;-19,151231;-82,326563;-16,699100;-79,874432;;-18,878772;-81,808012;-17,964716;-81,017002;
137, 00:12:35;11837555;0;0;0;0;;-16,769412;-78,160577;-10,520433;-71,920387;;-17,006715;-77,940852;-13,174711;-74,179160;
137, 00:12:45;11837565;0;0;0;0;;-14,255758;-77,360778;-13,034087;-76,139107;;-14,141501;-77,167420;-12,506747;-76,095162;
137, 00:12:55;11837575;0;0;0;0;;-15,442273;-82,010159;-12,058508;-78,626394;;-15,064346;-81,394929;-10,414965;-76,965273;
137, 00:13:05;11837585;0;0;0;0;;-17,287963;-86,395870;-10,740158;-79,848065;;-18,061395;-86,949577;-11,047773;-78,556082;
137, 00:13:15;11837595;0;0;0;0;;-16,083870;-87,072623;-16,611210;-87,599963;;-15,222548;-87,608752;-16,672733;-88,223982;
137, 00:13:25;11837605;0;0;0;0;;-17,762569;-87,178091;-19,546736;-88,971047;;-15,960824;-85,042364;-19,986186;-89,287451;
137, 00:13:35;11837615;0;0;0;0;;-22,482262;-90,315764;-26,648248;-94,481750;;-21,366059;-89,867525;-26,569147;-95,105769;
137, 00:13:45;11837625;0;0;0;0;;-24,538888;-94,789365;-25,734192;-95,993458;;-24,213695;-93,769841;-25,786926;-95,668265;
137, 00:13:55;11837635;0;0;0;0;;-22,025234;-98,726837;-20,610205;-97,311808;;-22,640464;-97,962194;-21,787931;-97,443643;
137, 00:14:05;11837645;0;0;0;0;;-19,203965;-98,067662;-22,394372;-101,258069;;-19,177598;-98,234653;-20,443214;-99,790306;
137, 00:14:15;11837655;0;0;0;0;;-20,021342;-98,340121;-23,352373;-101,671152;;-20,118021;-99,034452;-22,227381;-101,187757;
137, 00:14:25;11837665;0;0;0;0;;-22,060390;-96,362596;-20,135599;-94,437805;;-21,796720;-96,432908;-21,471527;-95,852834;
137, 00:14:35;11837675;0;0;0;0;;-19,722516;-95,281549;-19,617048;-95,176081;;-20,469581;-95,905568;-18,070184;-92,609693;
137, 00:14:45;11837685;0;0;0;0;;-22,895345;-91,431967;-21,858243;-90,394865;;-23,176593;-91,818683;-24,020337;-92,337234;
137, 00:14:55;11837695;0;0;0;0;;-22,675620;-92,152665;-23,299639;-92,776684;;-21,770353;-90,342131;-24,626778;-93,198556;
137, 00:15:05;11837705;0;0;0;0;;-19,678571;-96,054981;-20,495948;-96,872358;;-20,038920;-96,626266;-20,522315;-97,153606;
137, 00:15:15;11837715;0;0;0;0;;-15,178603;-92,970042;-17,604367;-95,395806;;-14,589740;-91,739582;-16,479375;-94,121401;
137, 00:15:25;11837725;0;0;0;0;;-25,013494;-97,953405;-25,268375;-98,208286;;-24,064282;-97,065716;-27,017386;-100,177022;
137, 00:15:35;11837735;0;0;0;0;;-28,309369;-95,466118;-28,502727;-95,659476;;-25,892394;-94,385071;-27,377735;-95,826467;
137, 00:15:45;11837745;0;0;0;0;;-25,866027;-99,236599;-27,175588;-100,537371;;-26,991019;-98,340121;-29,434361;-100,546160;
137, 00:15:55;11837755;0;0;0;0;;-20,214700;-101,741464;-26,454890;-107,981654;;-20,891453;-102,884034;-26,542780;-108,447471;
137, 00:16:05;11837765;0;0;0;0;;-21,691252;-99,807884;-29,724398;-107,841030;;-20,566260;-98,744415;-28,827920;-106,751194;
137, 00:16:15;11837775;0;0;0;0;;-19,889507;-100,089132;-25,391421;-105,591046;;-19,608259;-99,816673;-25,839660;-106,048074;
137, 00:16:25;11837785;0;0;0;0;;-24,987127;-97,935827;-30,664821;-103,613521;;-24,995916;-98,313754;-30,735133;-103,973870;
137, 00:16:35;11837795;0;0;0;0;;-26,147275;-102,681887;-27,931442;-104,457265;;-25,611146;-101,231702;-28,854287;-104,509999;
137, 00:16:45;11837805;0;0;0;0;;-28,265424;-106,513891;-23,299639;-101,548106;;-29,056434;-107,621305;-21,040866;-100,001242;
137, 00:16:55;11837815;0;0;0;0;;-27,026175;-103,534420;-26,780083;-103,288328;;-25,022283;-102,523685;-26,920707;-103,762934;
137, 00:17:05;11837825;0;0;0;0;;-29,829866;-96,679000;-42,978210;-109,827344;;-26,665826;-96,195605;-37,599342;-108,429893;
137, 00:17:15;11837835;0;0;0;0;;-31,912859;-105,054917;-38,908903;-112,059750;;-34,215577;-106,847873;-39,058316;-112,068539;
137, 00:17:25;11837845;0;0;0;0;;-28,757608;-106,944552;-32,422621;-110,609565;;-28,142378;-105,415266;-35,788808;-113,017751;
137, 00:17:35;11837855;0;0;0;0;;-24,196117;-102,927979;-32,923594;-111,646667;;-24,802558;-103,657466;-31,499776;-110,961125;
137, 00:17:45;11837865;0;0;0;0;;-24,099438;-99,614526;-31,657978;-107,164277;;-22,491051;-98,498323;-33,152108;-108,614462;
137, 00:17:55;11837875;0;0;0;0;;-28,318158;-101,732675;-38,996793;-112,420099;;-27,325001;-101,504161;-37,625709;-112,033383;
137, 00:18:05;11837885;0;0;0;0;;-24,960760;-106,267799;-32,677502;-113,993330;;-25,769348;-105,863505;-36,289781;-116,498195;
137, 00:18:15;11837895;0;0;0;0;;-26,033018;-110,328317;-34,769284;-119,073372;;-25,514467;-110,372262;-33,934329;-118,308729;
137, 00:18:25;11837905;0;0;0;0;;-26,041807;-106,259010;-32,492933;-112,701347;;-26,657037;-105,977762;-33,661870;-112,780448;
137, 00:18:35;11837915;0;0;0;0;;-28,256635;-110,310739;-30,647243;-112,692558;;-28,353314;-110,363473;-31,288840;-113,105641;
137, 00:18:45;11837925;0;0;0;0;;-23,141437;-107,665250;-27,500781;-112,015805;;-24,582833;-108,605673;-25,619935;-109,985546;
137, 00:18:55;11837935;0;0;0;0;;-23,879713;-108,131067;-37,889379;-122,140733;;-23,132648;-107,841030;-36,201891;-120,919062;
137, 00:19:05;11837945;0;0;0;0;;-26,964652;-107,445525;-31,526143;-111,998227;;-26,771294;-107,797085;-33,697026;-114,661294;
137, 00:19:15;11837955;0;0;0;0;;-18,553579;-105,336165;-26,419734;-113,202320;;-19,660993;-105,538312;-27,931442;-113,457201;
137, 00:19:25;11837965;0;0;0;0;;-21,295747;-107,058809;-32,255630;-118,018692;;-21,322114;-107,823452;-30,330839;-116,867333;
137, 00:19:35;11837975;0;0;0;0;;-29,891389;-109,379105;-38,891325;-118,379041;;-29,241003;-108,368370;-40,209675;-118,168105;
137, 00:19:45;11837985;0;0;0;0;;-24,477365;-106,109597;-28,871865;-110,504097;;-25,786926;-108,016810;-28,977333;-111,224795;
137, 00:19:55;11837995;0;0;0;0;;-25,312320;-103,956292;-34,022219;-112,657402;;-26,331844;-104,800036;-34,751706;-113,263843;
137, 00:20:05;11838005;0;0;0;0;;-18,131707;-102,163336;-31,772235;-115,812653;;-18,799671;-102,646731;-29,952912;-114,476725;
137, 00:20:15;11838015;0;0;0;0;;-21,322114;-107,234589;-37,871801;-123,784276;;-22,359216;-107,638883;-35,542716;-120,839961;
137, 00:20:25;11838025;0;0;0;0;;-26,472468;-118,168105;-38,047581;-129,743218;;-25,321109;-116,322415;-38,258517;-130,182668;
137, 00:20:35;11838035;0;0;0;0;;-24,960760;-115,830231;-32,703869;-123,573340;;-26,120908;-116,770654;-33,081796;-123,608496;
137, 00:20:45;11838045;0;0;0;0;;-18,492056;-111,831236;-32,677502;-126,016682;;-18,404166;-111,049015;-32,774181;-125,155360;
137, 00:20:55;11838055;0;0;0;0;;-25,734192;-119,794070;-40,921584;-134,981462;;-23,993970;-118,853647;-39,515344;-135,201187;
137, 00:21:05;11838065;0;0;0;0;;-31,086693;-117,728655;-53,832625;-140,483376;;-29,970490;-117,965958;-51,626586;-139,551742;
137, 00:21:15;11838075;0;0;0;0;;-156,461778;-24,565255;-285,246995;-153,350472;;-130,270558;-3,146462;-268,547895;-141,265597;
137, 00:21:25;11838085;0;0;0;0;;-120,110474;-180,570005;-96,107715;-156,567246;;-141,915983;-172,343501;-139,815412;-166,226357;
137, 00:21:35;11838095;0;0;0;0;;28,476360;-168,282983;96,854780;-99,904563;;8,973569;-174,101301;82,862692;-103,209227;
137, 00:21:45;11838105;0;0;0;0;;75,980905;-129,716851;92,302078;-113,395678;;76,103951;-133,812525;101,609629;-108,596884;
137, 00:21:55;11838115;0;0;0;0;;44,358083;-105,793193;17,692257;-132,459019;;54,025983;-106,970919;29,794710;-131,878945;
137, 00:22:05;11838125;0;0;0;0;;8,331972;-98,814727;-22,280115;-129,426814;;12,471591;-98,471956;-18,386588;-129,787163;
137, 00:22:15;11838135;0;0;0;0;;-22,851400;-101,266858;-52,338495;-130,753953;;-19,573103;-101,477794;-50,088511;-131,966835;
137, 00:22:25;11838145;0;0;0;0;;-37,098369;-102,110602;-57,532794;-122,553816;;-37,326883;-102,602786;-56,996665;-121,885852;
137, 00:22:35;11838155;0;0;0;0;;-47,302398;-110,591987;-68,923338;-132,221716;;-46,572911;-110,152537;-67,042492;-130,569384;
137, 00:22:45;11838165;0;0;0;0;;-53,982038;-114,459147;-78,309990;-138,787099;;-53,832625;-113,975752;-77,272888;-137,688474;
137, 00:22:55;11838175;0;0;0;0;;-69,837394;-43,320981;-96,617477;-70,092275;;-63,342323;-9,966726;-107,524626;-55,625581;
137, 00:23:05;11838185;0;0;0;0;;-76,947695;-175,481174;-87,257192;-185,799460;;-77,923274;-176,017303;-69,969229;-168,115992;
137, 00:23:15;11838195;0;0;0;0;;-57,611895;-165,083787;-74,187949;-181,659841;;-63,746617;-165,901164;-88,505230;-191,002548;
137, 00:23:25;11838205;0;0;0;0;;-18,245964;-137,011721;-32,554456;-151,320213;;-20,909031;-140,606422;-34,154054;-153,666876;
137, 00:23:35;11838215;0;0;0;0;;-12,067297;-123,766698;-31,974382;-143,673783;;-11,988196;-126,007893;-32,844493;-147,163016;
137, 00:23:45;11838225;0;0;0;0;;-14,537006;-107,559782;-41,949897;-134,972673;;-13,631739;-107,735562;-40,429400;-135,341811;
137, 00:23:55;11838235;0;0;0;0;;-23,835768;-104,782458;-49,991832;-130,938522;;-22,596519;-104,307852;-52,004513;-133,285185;
137, 00:24:05;11838245;0;0;0;0;;-23,097492;-102,444584;-46,300452;-125,647544;;-22,904134;-102,462162;-47,882472;-127,554757;
137, 00:24:15;11838255;0;0;0;0;;-23,308428;-106,452368;-49,965465;-133,109405;;-22,420739;-104,615467;-48,568014;-130,850632;
137, 00:24:25;11838265;0;0;0;0;;-31,649189;-113,914229;-61,197807;-143,454058;;-30,155059;-112,894705;-61,408743;-143,919875;
137, 00:24:35;11838275;0;0;0;0;;-40,464556;-119,952272;-75,866648;-155,354364;;-40,807327;-118,721812;-76,112740;-153,622931;
137, 00:24:45;11838285;0;0;0;0;;-31,121849;-113,281421;-67,200694;-149,360266;;-31,833758;-115,513827;-66,937024;-150,520414;
137, 00:24:55;11838295;0;0;0;0;;-246,250202;-85,824585;-471,925355;-311,499738;;-232,864555;-79,742597;-461,967418;-312,580785;
137, 00:25:05;11838305;0;0;0;0;;-117,078269;-161,875802;-83,891005;-128,688538;;-155,213740;-158,869964;-156,382677;-154,282106;
137, 00:25:15;11838315;0;0;0;0;;87,626330;-139,762678;153,473518;-73,915490;;71,445781;-146,196226;145,695253;-70,364734;
137, 00:25:25;11838325;0;0;0;0;;113,413256;-108,025599;105,046128;-116,392727;;117,886857;-109,748243;116,726709;-111,989438;
137, 00:25:35;11838335;0;0;0;0;;67,912603;-95,536430;20,408058;-143,040975;;75,268996;-97,136028;33,688237;-139,191393;
137, 00:25:45;11838345;0;0;0;0;;17,226440;-94,552062;-39,822959;-151,601461;;23,879713;-93,471015;-31,508565;-150,160065;
137, 00:25:55;11838355;0;0;0;0;;-26,340633;-102,831300;-71,322735;-147,813402;;-22,745932;-103,613521;-65,952656;-146,372006;
137, 00:26:05;11838365;0;0;0;0;;-43,716486;-105,925028;-90,605801;-152,814343;;-42,081732;-105,424055;-87,881211;-151,662984;
137, 00:26:15;11838375;0;0;0;0;;-55,432223;-109,757032;-104,193595;-158,518404;;-52,953725;-108,456260;-104,237540;-160,065268;
